"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"9251",250000,"2","2","1",35.4763469119579,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,"1"
"9252",50000,"2","2","2",27,0,0,0,0,0,0,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,"0"
"9253",140000,"2","1","2",24,-1,-1,0,0,0,0,13408,97396,92990,93960,96724,91539,97396,4070,3225,4137,3100,2300,"0"
"9254",1e+05,"1","2","2",30,2,4,4,4,3,2,89898,92422,95979,93580,91181,93563,4900,5900,0,0,4000,3200,"1"
"9255",310000,"2","1","1",36,0,0,0,0,0,0,101941,71874,70459,72958,55547,30970,3016,3031,10091,1429,1500,10207,"0"
"9256",180000,"2","2","2",30,0,0,0,0,0,0,14445,15404,19885,22355,22902,15373,1500,4911,10355,10902,3500,5493,"0"
"9257",50000,"2","2","1",41,0,0,0,0,0,0,23064,17783,16315,12225,11184,10133,1281,1214,1155,375,364,354,"0"
"9258",470000,"2","2","1",35,0,0,0,0,0,0,64875,57920,59307,61500,59563,57368,2505,3000,3016,2200,3000,1600,"0"
"9259",60000,"1","2","1",52,0,0,0,0,0,0,58682,56893,58170,56539,29425,28013,3762,3000,2000,1000,1000,1500,"0"
"9260",50000,"1","2","2",24,0,0,0,0,0,0,18684,19690,21021,22067,22896,23873,1323,1654,1700,1500,1500,1000,"0"
"9261",30000,"2","2","2",26,2,2,2,0,0,2,23064,25479,24705,25202,26608,25926,3100,0,791,1699,0,1000,"1"
"9262",10000,"1","2","2",35,1,6,5,4,3,2,8257,8001,7741,7481,7075,6815,0,0,0,0,0,700,"1"
"9263",360000,"2","1","2",27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9264",5e+05,"2","3","1",38,-2,-2,-2,-2,-2,-2,-40,-40,-40,43048.5446433073,7980,20603,0,0,0,8020,20706,36759,"0"
"9265",166701.872916456,"1","2","2",36,-1,-1,0,0,2,-1,39212,45987,42778,25163,7784,12332,45994,20052,20007,7,12332,500,"0"
"9266",5e+05,"1","1","1",35,-1,-1,-1,-2,-1,-1,6257,10445,7009,12515,8037,7944,10492,7114,12587,8071,7978,13896,"0"
"9267",50000,"2","3","1",29,0,0,0,0,0,0,47194,48381,46777,39420,8824,9009,2002,2000,1530,1000,327,329,"1"
"9268",70000,"1","2","1",48,0,0,0,0,0,-1,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,"1"
"9269",280000,"2","2","1",49,2,2,2,0,0,0,28788,31315,30529,33562,34557,35600,3315,0,3562,1557,4828.11669441501,3175,"0"
"9270",80000,"2","2","1",43,0,0,0,0,0,0,71100,72066,71751,72034,73261,74479,10000,9000,9000,9000,9000,9500,"0"
"9271",30000,"1","1","2",34,2,2,2,2,2,0,21107,24117,24424,24627,24093,24785,3374,1000,900,4796.35716810584,1094,1000,"1"
"9272",1e+05,"2","3","2",53,0,0,0,0,0,0,101503,29880,31119,58653,59477,60695,1538,1777,29103,2283,2334,2290,"0"
"9273",70000,"2","3","2",52,0,0,0,0,0,0,103570,105991,67243,67533,28653,29253,3500,2777,1751,969,1004,938,"0"
"9274",240000,"1","1","1",55,1,4,3,2,2,2,99259,96819,94429,95475,96603,38798.6761096804,0,0,3500,3600,3800,3700,"1"
"9275",240000,"2","2","2",30,0,0,0,0,0,0,226315,231582,226909,135626,138520,141280,9100,9859,4147,3691,3700,3729,"0"
"9276",80000,"2","3","1",40,0,0,0,0,0,0,75768,78069,79196,25722,26261,26784,3500,2934,897,929,935,984,"0"
"9277",230000,"2","2","1",34,-1,-1,0,0,-1,-1,3394,8338,11744,9359,19002,8443,8338,9359,0,19002,8740,0,"0"
"9278",90000,"2","2","1",29,0,0,0,0,0,0,5618,6645,7635,8020,8403,9504,1125,1115,500,500,1252,154,"0"
"9279",210000,"2","2","2",43,0,0,0,0,0,0,209781,180962,181870,159975,138349,38798.6761096804,6500,6601,5085,4087,4220,27704,"0"
"9280",80000,"2","3","1",39,0,0,0,0,0,0,83482,80406,71540,68325,65105,62011,2900,2340,2300,2289,2500,1551,"0"
"9281",50000,"1","2","1",43,0,0,0,0,0,0,15941,14154,15109,14125,14034,14946,1255,1210,487,508,1534,526,"1"
"9282",180000,"2","3","1",56,-1,-1,-1,-1,-1,-1,440,440,440,440,440,440,440,440,440,440,440,440,"1"
"9283",360000,"2","1","2",29,0,0,0,0,0,-1,73753,61008,49781,12846,4548,9820,5121,10180,41,22,9865,14847,"0"
"9284",290000,"2","1","2",33,-1,-1,-1,-1,-1,-1,413,486,820,60,1773,3904,486,820,60,1773,3904,0,"1"
"9285",20000,"2","1","2",22,1,2,0,0,0,0,19849,15995,16572,43048.5446433073,18268,17319,0,4000,1238,4500,675,3000,"1"
"9286",1e+05,"1","2","1",42,0,0,0,0,2,0,56256,57685,58156,61103,59358,60060,3000,2688,5163,0,2358,2472,"0"
"9287",60000,"1","2","2",27,0,0,0,0,0,0,58982,59063,58440,59593,59642,60165,2097,2141,3000,2064,2672,2000,"0"
"9288",140000,"2","1","2",26,-1,0,-1,-1,-1,-1,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,"0"
"9289",110000,"2","2","2",24,-1,-1,-1,-1,0,0,1362,1352,1867,36986,40053,41196,1352,1867,36986,5000,3000,23000,"0"
"9290",70000,"1","1","2",51,0,0,0,2,0,0,43048,43257,44115,41112,39922,40150,3000,4000,0,1500,3000,5000,"0"
"9291",30000,"2","2","2",46,0,0,0,0,0,0,32006,60079,26882,27570,28075,29065,1755,1500,1135,1100,1455,775,"0"
"9292",150000,"1","1","2",33,0,0,0,0,0,0,45335,50262,54793,59244,64096,68837,6000,6000,6000,6000,6001,6000,"0"
"9293",260000,"2","2","1",38,0,0,0,0,0,0,163550,166795,171803,175248,175157,178850,5966,7692,7788,6267,6513,10000,"0"
"9294",3e+05,"2","2","2",42,-2,-2,-1,0,0,0,-904,1096,928,2264,3090,5056,2000,1072,1500,1000,2000,5235.93435669562,"0"
"9295",50000,"2","3","2",41,2,2,0,0,0,0,23203,23534,24838,25429,26020,26541,1000,2000,1000,1000,955,1500,"1"
"9296",5e+05,"1","2","1",33,0,0,0,0,0,0,88832,90687,84613,89944,80339,77214,6047,5016,10055,2513,3009,14542,"0"
"9297",80000,"1","1","2",37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"9298",280000,"2","1","1",26,-2,-2,-2,-2,-2,-2,4664,1578,646,3689,560,-150,1578,646,3689,560,0,1605,"0"
"9299",130000,"2","2","1",35,0,0,0,0,0,0,125989,127884,128231,127677,125675,127318,6500,6500,6201,5000,5500,5100,"0"
"9300",90000,"2","1","2",24,0,0,0,0,0,0,53173,19825,20840,21023,20776,21055,1324,1339,1638,890,763,769,"0"
"9301",4e+05,"2","2","2",40,-2,-2,-2,-2,-1,-1,0,48957.3671365772,0,0,1524,0,8235,0,0,1524,0,385,"0"
"9302",280000,"2","1","1",42,0,0,0,0,0,0,172886,175152,172505,175967,178548,176939,6232,12104,7002,6302,6417,6502,"0"
"9303",360000,"1","2","1",31,0,0,0,0,0,0,270955,275178,280535,82455,83359,85171,8000,7500,3500,2500,2500,2600,"0"
"9304",2e+05,"2","1","2",34,1,-2,-2,-1,2,2,0,0,0,347,197,2917,0,0,347,0,2720,0,"1"
"9305",180000,"2","1","1",31,0,0,0,2,2,2,151776,157050,167293,168074,167235,179461,9300,14300,5000,3400,15000,6017,"0"
"9306",80000,"2","2","1",47,-1,2,2,-1,-1,-1,4166,3908,0,3521,0,14206,0,0,3521,0,14206,7500,"0"
"9307",230000,"2","1","2",24,-1,0,0,0,-1,-1,5883,7923,5418,0,2000,987,7000,1000,0,2000,987,1951,"0"
"9308",320000,"1","3","1",56,0,0,0,0,0,0,274210,262737,199761,187759,68920,62702,9441,7821,7361,2227,2046,1892,"0"
"9309",190000,"2","3","1",39,-1,-1,-2,-1,-1,-1,157,-1049,-2681,1975,2244,3294,0,0,6475,2244,2284,0,"0"
"9310",240000,"2","1","2",28,0,0,0,0,0,0,192551,236772,201463,187916,149293,150614,100050,10000,7000,10040,7000,6000,"0"
"9311",20000,"2","2","1",31,0,0,0,0,-2,-2,5500,8360,6000,0,0,0,3000,1000,0,0,0,0,"0"
"9312",310000,"2","2","2",26,0,0,0,0,0,0,87717,93707,83632,81133,75499,73540,9156,2782,4013,2688,2651,2652,"0"
"9313",150000,"2","2","1",33,0,0,0,0,0,0,37794,39240,40653,41249,42356,43278,2000,2000,1500,1700,1700,1668,"0"
"9314",20000,"1","3","2",24,0,0,0,0,2,2,13470,14748,15761,17497,17075,19777,1500,1264,2000,0,3000,0,"1"
"9315",5e+05,"2","2","1",53,-1,-1,-1,-1,-1,0,10789,7855,17481,12021,132906,122256,7919,17512,12021,132906,0,37380,"0"
"9316",80000,"2","2","1",36,-1,-1,-1,-1,-1,-1,6108,2861,3277,3319,1150,1150,2861,3279,3319,1150,1150,1035,"0"
"9317",280000,"2","2","1",50,-1,-1,-1,-1,-1,0,8740,4919,176823,117686,36708,18126,4919,176823,117686,36708,363,853,"0"
"9318",210000,"1","3","1",47,-2,-2,-2,-2,-2,-2,6460,3623,10325,8751,11920,8967,3623,10362,8751,11920,8967,7416,"1"
"9319",90000,"2","2","2",25,0,0,2,0,0,0,86830,94016,88477,87820,88444,91198,9000,0,4100,4796.35716810584,4000,4500,"0"
"9320",70000,"1","1","2",26,0,0,0,0,0,0,60701,61865,63063,10879,11127,13004,2735,2726,311,343,3000,2000,"0"
"9321",20000,"1","2","2",23,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,"1"
"9322",30000,"2","2","2",25,0,0,0,0,-2,-2,15767,16083,6115,0,0,0,1488,1000,0,0,4828.11669441501,0,"0"
"9323",70000,"1","1","1",39,0,0,0,0,0,0,67474,68750,59186,48178,40210.403400777,38798.6761096804,3100,7172,10000,1662,3000,1350,"0"
"9324",30000,"1","2","1",48,0,0,0,0,0,0,27879,28870,27806,25142,25667,38798.6761096804,1774,1710,1046,1079,1089,2244,"0"
"9325",70000,"2","2","1",28,0,0,0,0,0,0,45738,36105,27484,28526,30053,30379,4016,2000,2000,2000,2000,5235.93435669562,"1"
"9326",290000,"1","1","2",28,0,0,0,0,0,0,162118,150366,148949,141711,122755,216138,6000,6000,5000,10000,1e+05,7681,"0"
"9327",50000,"2","3","1",27,-1,0,0,0,3,2,29321,30048,31396,35045,34203,34743,1503,1851,4500,0,1250,0,"1"
"9328",340000,"1","1","2",36,0,0,0,0,0,0,11951,16332,20391,22104,26361,34333,5000,5012,5000,5006,10010,10000,"0"
"9329",80000,"2","3","1",41,0,0,0,0,0,0,54074,50967,29143,33520,19060,14275,10000,10000,5000,3000,3000,5000,"0"
"9330",230000,"1","2","2",29,0,-1,-1,-1,-1,-1,-4,1496,4872,0,1241,-383,1500,5000,0,1241,0,2000,"1"
"9331",270000,"2","1","1",50,-1,-1,-1,-1,-1,-1,1363,0,6098,3500,7324,9466,0,6098,3500,7324,9466,2296,"0"
"9332",2e+05,"1","2","1",51,2,-1,-1,-1,-1,-1,206,2522,1261,0,1261,-1261,2522,5809.67036737989,0,1261,0,5242,"1"
"9333",230000,"2","2","2",29,0,0,0,0,0,0,33511,34892,31917,33361,34056,32353,2000,1600,2000,1500,1500,2000,"0"
"9334",130000,"2","1","1",27,-1,-1,-1,-1,-1,-1,3363,8305,15253,7338,3666,7856,8319,15253,7338,3669,7856,7836,"0"
"9335",240000,"2","1","1",37,0,0,0,0,0,0,180517,175125,176674,160551,150735,154200,8022,6161,5730,5486,5987,5568,"0"
"9336",50000,"2","1","2",30,1,2,2,2,2,2,41934,43041,44048,44824,46469,47579,2100,2000,1800,2700,2000,1700,"0"
"9337",610000,"2","1","2",43,0,0,2,0,0,0,403546,418882,413942,420120,427886,437131,25002,8000,16385,16000,16000,34000,"0"
"9338",70000,"2","2","1",43,0,0,0,0,0,0,71037,71880,71927,71370,71003,71411,3352,3400,2900,2900,2900,2558,"0"
"9339",180000,"2","2","1",44,0,0,0,0,0,0,174830,178917,182777,171239,119060,121981,7000,6800,6800,4500,5000,5000,"0"
"9340",180000,"2","2","1",37,0,0,0,0,0,0,107337,48433,46325,47354,48323,49416,2000,1771,5208.03380836871,1750,1893,2000,"0"
"9341",80000,"2","1","2",22,0,0,0,0,0,0,78028,79347,76022,58897,54512,51937,3200,2229,1900,4000,5000,21000,"0"
"9342",110000,"1","3","1",34,0,0,0,0,0,0,23751,25068,26351,43048.5446433073,27754,28597,1717,2000,2000,1500,2000,5000,"0"
"9343",20000,"1","2","2",29,0,0,0,0,0,0,18920,20302,19477,20210,20077,20022,1700,1300,1000,800,700,750,"0"
"9344",80000,"1","1","1",25,0,0,2,2,0,0,48470,52374,52889,51520,50741,50322,4700,2000,0,1800,1850,1800,"1"
"9345",166701.872916456,"2","3","1",50,0,0,0,0,0,0,91123,90056,88330,83948,82168,82304,3614,3223,3172,2743,3051,3081,"0"
"9346",50000,"1","3","1",47,-1,0,-1,-1,0,0,2840,2522,5500,21709,21056,20061,1000,5500,21709,916,1161,1884,"0"
"9347",30000,"2","1","1",30,0,0,0,0,0,2,28289,29537,29378,22692,24169,23782,2013,1440,800,1800,108,1130,"0"
"9348",10000,"1","2","2",22,0,0,0,-1,-1,0,5748,3203,2162,2150,-440,0,1189,1025,3028,0,1000,0,"0"
"9349",120000,"2","2","1",48,0,0,0,0,0,0,78384,77085,73326,72594,72008,74622,4000,3505,3005,3008,7253,12,"0"
"9350",80000,"2","1","2",37,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,"0"
"9351",50000,"2","2","1",41,2,0,0,0,-1,0,33343,31392,27315,-60,28890,29168,1502,1000,0,30070,1180,1000,"0"
"9352",1e+05,"2","2","2",29,0,0,0,0,0,-1,17848,19032,19664,16407,15068,40794,1775,1407,328,935,42000,1500,"0"
"9353",40000,"2","2","1",45,1,2,0,0,0,0,11402,10928,11940,12241,12544,12835,0,1200,500,500,500,500,"1"
"9354",2e+05,"2","2","2",27,-1,-1,-1,0,-1,-1,13285,2150,14122,27413,35377,29922,2155,14122,23007,7212,29922,37790,"0"
"9355",20000,"2","2","1",46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,"1"
"9356",20000,"1","1","2",29,-1,-1,-1,-1,0,-1,1199,15586,344,2340,6702,339,15586,344,2340,4702,339,330,"0"
"9357",150000,"2","1","1",50,-1,-1,0,-2,-2,-2,6350,0,0,0,0,0,0,0,0,0,0,0,"0"
"9358",1e+05,"2","1","1",40,2,2,2,2,2,2,63422,64785,63179,67467,65784,38798.6761096804,3000,0,5346,0,4600,3000,"1"
"9359",50000,"1","2","1",44,0,0,0,0,0,0,48659,34763,16158,11950,9903,10224,1345,1197,1152,495,1014,0,"0"
"9360",60000,"1","3","2",29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,"0"
"9361",20000,"2","2","2",46,0,0,0,0,0,0,15717,16724,18051,18759,19132,19684,1276,1603,1311,684,860,874,"0"
"9362",1e+05,"2","1","2",30,0,0,0,0,2,0,28383,32903,42283,51539,50583,52588,5000,10000,10000,0,2846,1936,"1"
"9363",5e+05,"1","1","1",37,-1,-1,-1,-1,-1,-1,1961,1188,-150,150,6805,0,1188,0,300,6805,0,0,"0"
"9364",290000,"1","3","1",55,0,0,0,0,0,0,21372,25278,29127,32901,36634,40460,5000,5000,5000,5000,5000,5000,"0"
"9365",50000,"2","3","1",33,0,0,0,0,0,0,39847,37561,36725,35346,33810,32788,1719,1783,1200,1200,1500,1000,"0"
"9366",220000,"2","2","1",52,0,0,0,0,0,0,52536,53624,43462,36222,19055,3098,4151,16992,5225,2000,1000,83020,"0"
"9367",80000,"2","2","2",35.4763469119579,0,0,0,0,0,0,49350,49533,49339,50415,45859,43152,2000,2000,2000,2007,1600,1900,"0"
"9368",180000,"1","3","2",27,0,0,0,0,0,0,172511,177587,175867,159053,126688,122947,8008,6528,6500,5000,5000,5000,"0"
"9369",5e+05,"1","1","1",38,0,0,0,0,0,0,419487,389605,309466,246519,247263,251389,13000,20000,15000,9322,10000,10000,"0"
"9370",150000,"1","1","2",32,0,0,0,0,0,0,76215,48957.3671365772,58228,38495,35807,24871,22365,10000,3993,15838,10000,7780,"0"
"9371",2e+05,"1","2","2",40,1,-2,-1,-1,-1,-2,0,0,200,43048.5446433073,0,0,0,200,1000,0,0,0,"0"
"9372",140000,"2","2","2",29,0,0,0,0,0,0,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,"0"
"9373",2e+05,"1","2","1",42,1,2,0,0,2,2,38187,35827,19208,20023,19572,19652,44,1303,1522,0,1099,1339,"1"
"9374",40000,"2","2","2",24,1,2,0,0,2,2,36890,36023,36993,38427,39875,39272,0,1989,2423,2000,0,1000,"1"
"9375",210000,"1","1","1",44,0,0,0,0,0,0,126113,107216,88039,83304,77605,70260,5002,5030,10008,10017,10000,10000,"0"
"9376",2e+05,"2","1","2",26,0,-1,-1,-1,-1,0,1290,599,0,253,0,0,5495.85623358254,0,253,0,0,0,"0"
"9377",50000,"2","1","1",25,0,0,0,0,2,0,11324,11811,13008,12540,10746,8482,1500,1433,1465,0,500,1000,"0"
"9378",50000,"2","3","2",23,2,2,2,2,2,2,41740,42755,43878,42877,45701,46720,2000,2100,0,3850,1900,1600,"1"
"9379",180000,"2","3","1",39,1,-2,-2,-1,3,2,0,0,0,300,300,150,0,0,300,0,0,645,"0"
"9380",240000,"1","2","1",49,-2,-2,-2,-2,-2,-2,4639,1825,973,-110,-110,-110,1838,976,110,0,0,0,"0"
"9381",5e+05,"1","1","1",50,0,0,0,0,0,0,350340,359289,366475,248288,253283,258707,12884,13000,7029,7100,7500,7399,"0"
"9382",20000,"1","3","2",39,0,-1,0,-1,-1,-1,6530,8389,10090,3450,13030,9507,8389,5000,3450,13030,9507,19794,"0"
"9383",20000,"1","2","3",35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"9384",30000,"2","3","2",45,-2,-2,-2,-2,-2,-2,0,0,0,0,300,390,0,0,0,300,390,930,"0"
"9385",340000,"1","3","1",43,0,0,2,2,0,0,251135,268949,283400,277335,282890,304280,22000,20251,0,10176,26000,12000,"0"
"9386",80000,"2","3","1",53,-1,2,-1,-1,-1,-1,780,390,390,390,390,1320,0,390,390,390,1320,0,"0"
"9387",2e+05,"1","1","2",31,-2,-2,-2,-2,-1,0,15321,1199,933,21227,55272,58587,5006,938,21380,58007,51413,7738,"0"
"9388",50000,"2","3","1",53,1,2,0,0,0,0,51254,49852,28379,15988,16718,17446,0,6200,5208.03380836871,1000,1000,1000,"0"
"9389",130000,"2","3","2",35,0,0,0,0,0,0,51041.1217259652,4857,5771,8659,40210.403400777,11329,1000,1000,3000,2000,1000,1000,"0"
"9390",90000,"2","1","2",26,0,0,0,0,0,0,32154,33521,34443,31223,31723,32505,1888,1810,1300,1152,1310,1197,"0"
"9391",50000,"1","2","2",43,0,0,0,0,0,0,12661,13743,14777,12404,10777,16597,1600,1605,2000,500,6000,6000,"1"
"9392",80000,"2","2","1",36,-1,-1,-1,-1,-1,-1,816,1419,1845,1799,599,-1,1423,1856,1804,600,0,0,"0"
"9393",210000,"2","1","2",26,0,0,-1,-1,0,-1,3292,6399,2085,3000,6634,1298,3399,2085,3000,3634,1300,2000,"0"
"9394",80000,"1","2","2",38,0,0,0,0,0,0,73171,76815,64814,66796,41622,46002,5000,4000,4000,2000,5000,1588,"0"
"9395",180000,"2","1","1",35,0,0,0,0,0,0,104335,108156,108874,111568,113817,116422,5500,4000,4500,4200,4500,4500,"0"
"9396",20000,"1","2","2",41,0,0,0,0,0,0,18577,18961,18126,16557,17519,17111,2000,2000,1000,3000,2000,3000,"0"
"9397",2e+05,"2","2","1",38,-1,-1,-1,-1,-1,0,788,165,1520,413,150,150,165,1520,413,300,0,1638,"0"
"9398",130000,"2","1","2",25,2,2,-2,-2,-2,-2,1990,0,0,0,0,0,0,0,0,0,0,0,"0"
"9399",360000,"2","2","1",48,0,0,0,0,0,0,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,"0"
"9400",360000,"2","1","1",36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,5809.67036737989,0,0,0,0,"0"
"9401",150000,"2","2","2",29,1,2,2,2,0,0,4577,4356,6643,2831,1745,3212,0,2400,0,1500,1500,1000,"1"
"9402",310000,"1","1","1",34,-1,-1,-2,-1,-1,0,493,-7,-7,500,736,739,0,0,507,736,3,797,"1"
"9403",20000,"2","2","2",24,0,0,0,0,0,0,17172,18179,19061,20182,19982,19482,1597,1479,1600,400,0,298,"0"
"9404",310000,"1","2","2",27,-2,-2,-2,-2,-2,-1,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,"0"
"9405",80000,"2","2","1",34,2,2,2,0,0,0,76142,80627,76776,61884,55501,54840,6611,1,3000,2504,2000,2200,"1"
"9406",30000,"2","1","2",25,1,2,2,2,0,0,29628,30453,30082,28933,25255,25344,1600,1000,7,880,3028,0,"0"
"9407",60000,"2","3","1",48,-1,-1,-1,-1,-1,-1,4823,5471,8422,4377,3910,2431,5491,9683,4377,3918,2431,2120,"1"
"9408",210000,"2","1","2",39,-1,-1,-1,0,-1,-1,3962,1772,3608,1918,1429,2381,1777,3613,5,1433,2387,2857,"0"
"9409",170000,"1","2","1",42,1,-1,-1,-2,-2,-1,0,1690,0,0,0,4750,1690,0,0,0,4750,0,"0"
"9410",120000,"1","2","1",38,0,0,0,0,0,0,50441,41960,34024,30564,22702,23175,2000,1361,1000,4796.35716810584,851,812,"0"
"9411",730000,"1","3","1",56,0,0,0,0,0,0,746814,374028,351588,86927,66111,38491,20500,16500,3000,2000,2000,5000,"0"
"9412",1e+05,"2","2","2",37,1,2,-1,-1,-2,-2,3492,3293,326,324,174,1367,10,650,324,0,1367,4166,"1"
"9413",20000,"1","1","2",24,-1,-1,-1,-1,-1,-1,51041.1217259652,4470,8176,7909,2948,1220,4515,8186,7913,3049,1624,3800,"0"
"9414",280000,"2","1","2",31,1,-2,-2,-2,-1,-1,0,0,0,0,710,7611,0,0,0,710,7611,4750,"0"
"9415",450000,"1","1","2",31,-1,-1,-1,-1,-1,-1,3960,4397,2177,17871,11451,3570,4412,2180,17895,11502,3581,37092,"0"
"9416",360000,"2","1","2",28,-2,-2,-2,-2,-1,-1,2988,2766,2766,2766,3373,5042,2766,2766,2766,3373,5042,1000,"0"
"9417",240000,"2","1","2",26,-2,-2,-2,-2,-2,-2,0,0,343,315,6000,0,0,343,315,6000,0,188,"0"
"9418",210000,"1","1","2",34,0,0,0,0,0,0,44947,45610,47836,50344,51074,52229,2000,3000,3942,2000,2000,2050,"0"
"9419",230000,"2","1","2",24,0,-1,-1,-1,-1,0,14979,2480,1434,1420,9225,19013,2480,1434,1420,9225,10000,15000,"0"
"9420",150000,"1","2","2",35.4763469119579,0,0,2,2,2,2,53224,57297,52714,56329,57311,56265,5000,0,4500,2500,0,2500,"0"
"9421",20000,"1","2","2",30,3,2,3,3,5,4,15556,16987,18406,20795,20175,21265,2000,2000,3000,0,4828.11669441501,0,"0"
"9422",3e+05,"1","2","2",30,-1,-1,0,0,0,-1,18468,60489,63982,124493,16367,41338,61200,45153,102749,186,45079,40000,"0"
"9423",80000,"1","1","1",37,2,2,2,2,2,2,57844,59038,57501,60424,61811,63142,2700,0,4500,2500,2500,2400,"0"
"9424",80000,"2","2","1",39,0,0,-1,-1,-1,-1,44002,43156,22478,5011,4674,0,2300,22478,5011,4674,0,0,"0"
"9425",80000,"2","2","2",37,-2,-2,-2,-2,-2,-2,3946,0,0,0,0,0,0,0,0,0,0,0,"0"
"9426",130000,"2","2","1",39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9427",50000,"1","1","2",26,-1,0,0,0,0,0,18017,18561,19204,19588,20024,18694,1629,1272,656,706,954,700,"0"
"9428",90000,"2","3","1",53,0,0,0,0,0,0,60769,61943,62082,61436,27507,29218,2207,2500,1479,1000,3473,2500,"0"
"9429",50000,"2","1","2",27,-1,-1,-1,-1,-1,-1,451,-49,6258,1032,2766,1401,0,6307,1035,4796.35716810584,1405,1507,"0"
"9430",50000,"1","2","1",47,0,0,0,0,0,0,11325,12335,13431,14439,14602,14918,1504,1600,1537,700,700,600,"0"
"9431",150000,"1","2","1",35,-1,-1,-1,-1,-1,-1,4030,592,2483,4556,1606,2047,593,2490,4573,1610,2053,5235.93435669562,"0"
"9432",80000,"1","2","1",27,-1,0,0,0,0,0,79690,48957.3671365772,57827,46390,45354,43112,3181,2050,1684,1564,1558,2000,"0"
"9433",210000,"1","2","2",41,0,0,0,2,0,0,114953,88428,96993,94537,97968,100387,5000,10000,0,5000,4000,5000,"1"
"9434",160000,"1","2","2",31,0,0,0,0,0,0,24645,24956,25819,25754,25898,25925,1420,1699,1050,1104,1041,1000,"0"
"9435",50000,"1","2","1",42,0,0,0,0,0,2,35892,32546,30660,31320,36227,35569,2007,2000,1500,5400,0,3000,"0"
"9436",230000,"1","2","2",31,0,0,0,0,0,0,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000,"1"
"9437",240000,"2","2","1",32,1,0,-2,-1,-1,-1,0,0,0,262,0,1389,0,0,262,0,1389,0,"0"
"9438",210000,"1","3","2",37,-1,-1,-1,-1,-1,-1,53748,98002,10347,20198,2960,976,99737,11188,20564,3486,976,1060,"0"
"9439",210000,"1","2","1",42,1,-2,-2,-2,-1,-1,652,0,326,321,1435,8480,0,326,326,1440,8521,9592,"0"
"9440",10000,"1","2","1",37,0,0,0,-1,-1,-1,8487,9003,0,390,4555,5165,2008,0,390,4555,1000,6810,"0"
"9441",160000,"2","2","1",40,1,-1,-1,-2,-2,-1,0,3685,0,0,0,660,3685,0,0,0,660,660,"0"
"9442",4e+05,"2","2","2",24,0,0,-1,-1,-1,-1,14925,12559,3926,500,1236,11975,5000,3926,500,1236,11975,253,"0"
"9443",220000,"2","1","1",39,0,-1,-1,0,0,-1,6589,2901,10836,26227,18590,785,2901,10836,18590,0,785,8700,"0"
"9444",150000,"2","2","1",37,-2,-1,-1,-2,-2,-1,0,1771,0,730,626,2718,1771,0,730,626,2718,0,"0"
"9445",50000,"1","3","1",54,1,2,2,0,0,0,62847,60885,56828,55419,54054,53143,2100,0,2000,2000,2455,4000,"0"
"9446",80000,"1","1","1",37,2,0,0,0,0,0,81970,78754,74789,45883,29616,28916,3000,3139,2001,2081,1200,1500,"1"
"9447",180000,"2","1","2",30,-1,-1,-1,-1,-1,-1,360,120,360,360,40210.403400777,90,120,600,360,450,0,0,"0"
"9448",80000,"2","1","1",45,0,0,0,0,0,0,81133,81466,80822,79207,79652,81165,3502,3000,4000,3100,3000,3000,"0"
"9449",80000,"2","2","1",41,0,0,0,2,0,0,78480,77063,76720,74651,57109,46703,3100,6300,0,1743,1588,1628,"1"
"9450",30000,"1","2","2",37,0,-1,2,0,0,0,1197,2536,1100,710,320,-70,2600,0,0,0,0,1000,"1"
"9451",170000,"1","1","1",41,0,0,0,0,0,0,56742,49176,41969,37409,36214,30798,5019,10041,5012,5024,5012,11174,"0"
